A0A183	IPI00807623
Q9BS31	IPI00011987
Q9BS34	IPI00016814
Q9BS40	IPI00106687
Q9BS86	IPI00013006
Q9BS86	IPI00926275
Q9BS91	IPI00305218
Q9BS92	IPI00020035
Q9BSA4	IPI00305281
Q9BSA4	IPI00470343
Q9BSA9	IPI00031572
Q9BSA9	IPI00844314
Q9BSB4	IPI00305296
Q9BSC4	IPI00016494
Q9BSC4	IPI00029513
Q9BSC4	IPI00640783
Q9BSD3	IPI00027812
Q9BSD7	IPI00031570
Q9BSE2	IPI00031143
Q9BSE4	IPI00106762
Q9BSE5	IPI00305360
Q9BSF0	IPI00031140
Q9BSF4	IPI00157215
Q9BSF8	IPI00329070
Q9BSG0	IPI00031138
Q9BSG1	IPI00305348
Q9BSG5	IPI00027765
Q9BSG5	IPI00829898
Q9BSH3	IPI00031134
Q9BSH3	IPI00456788
Q9BSH4	IPI00019903
Q9BSH5	IPI00009931
Q9BSI4	IPI00074109
Q9BSI4	IPI00218680
Q9BSI4	IPI00218681
Q9BSJ1	IPI00013411
Q9BSJ1	IPI00060731
Q9BSJ2	IPI00029705
Q9BSJ2	IPI00922855
Q9BSJ2	IPI01008898
Q9BSJ5	IPI00153031
Q9BSJ5	IPI00300242
Q9BSJ5	IPI00844397
Q9BSJ6	IPI00149860
Q9BSJ6	IPI00305430
Q9BSJ8	IPI00022143
Q9BSJ8	IPI00746655
Q9BSK0	IPI00027830
Q9BSK1	IPI00646841
Q9BSK1	IPI00953310
Q9BSK2	IPI00031133
Q9BSK4	IPI00013226
Q9BSL1	IPI00305442
Q9BSM1	IPI00902987
Q9BSM1	IPI00921560
Q9BSN7	IPI00305452
Q9BSQ5	IPI00465425
Q9BSQ5	IPI00619952
Q9BSR8	IPI00031127
Q9BST9	IPI00029834
Q9BST9	IPI00157230
Q9BST9	IPI00386977
Q9BSU1	IPI00013779
Q9BSU1	IPI00386924
Q9BSU3	IPI00455623
Q9BSV6	IPI00940410
Q9BSW2	IPI00013398
Q9BSW2	IPI00884187
Q9BSW7	IPI00305536
Q9BSY4	IPI00395372
Q9BSY9	IPI00383684
Q9BSY9	IPI00456420
Q9BT04	IPI00018580
Q9BT04	IPI00645475
Q9BT04	IPI00879241
Q9BT09	IPI00398366
Q9BT09	IPI00551062
Q9BT17	IPI00029803
Q9BT17	IPI00396222
Q9BT22	IPI00549761
Q9BT23	IPI00549972
Q9BT25	IPI00305490
Q9BT25	IPI00552122
Q9BT25	IPI00885183
Q9BT30	IPI00031118
Q9BT40	IPI00374574
Q9BT40	IPI00374575
Q9BT43	IPI00031117
Q9BT49	IPI00182632
Q9BT56	IPI00012236
Q9BT67	IPI00012235
Q9BT67	IPI00179987
Q9BT73	IPI00031106
Q9BT76	IPI00012234
Q9BT76	IPI00853071
Q9BT78	IPI00171844
Q9BT78	IPI00966482
Q9BT81	IPI00027779
Q9BT88	IPI00027875
Q9BT92	IPI00031104
Q9BTA0	IPI00013325
Q9BTA9	IPI00087375
Q9BTA9	IPI00152381
Q9BTA9	IPI00256605
Q9BTA9	IPI00478665
Q9BTC0	IPI00183350
Q9BTC0	IPI00249982
Q9BTC0	IPI00249984
Q9BTC0	IPI00619921
Q9BTC8	IPI00165357
Q9BTC8	IPI00220288
Q9BTD1	IPI00032364
Q9BTD3	IPI00019336
Q9BTD8	IPI00021626
Q9BTD8	IPI00074329
Q9BTD8	IPI00550442
Q9BTD8	IPI00929470
Q9BTE0	IPI00003789
Q9BTE0	IPI00790050
Q9BTE1	IPI00032498
Q9BTE3	IPI00478758
Q9BTE3	IPI00552546
Q9BTE3	IPI00979721
Q9BTE6	IPI00748490
Q9BTE6	IPI00914584
Q9BTE6	IPI00916940
Q9BTE7	IPI00165361
Q9BTF0	IPI00892786
Q9BTF0	IPI01015863
Q9BTK2	IPI00186192
Q9BTK6	IPI00001600
Q9BTL3	IPI00027798
Q9BTL4	IPI00006876
Q9BTM1	IPI00102165
Q9BTM1	IPI00220855
Q9BTM9	IPI00008445
Q9BTM9	IPI00910850
Q9BTN0	IPI00001577
Q9BTP6	IPI00001576
Q9BTP7	IPI00329737
Q9BTT0	IPI00165393
Q9BTT0	IPI00640833
Q9BTT0	IPI00910661
Q9BTT4	IPI00030481
Q9BTT6	IPI00427739
Q9BTT6	IPI00427741
Q9BTU6	IPI00020124
Q9BTV4	IPI00301280
Q9BTV5	IPI00305827
Q9BTV6	IPI00030511
Q9BTV7	IPI00030512
Q9BTW9	IPI00030774
Q9BTW9	IPI00386607
Q9BTW9	IPI00396203
Q9BTW9	IPI00719188
Q9BTW9	IPI00941229
Q9BTX1	IPI00003455
Q9BTX1	IPI00074330
Q9BTX1	IPI00386760
Q9BTX1	IPI00746642
Q9BTX3	IPI00549408
Q9BTX3	IPI00647208
Q9BTX7	IPI00013624
Q9BTX9	IPI00030552
Q9BTY2	IPI00012440
Q9BTY7	IPI00009335
Q9BTZ2	IPI00106913
Q9BTZ2	IPI00152403
Q9BTZ2	IPI00376623
Q9BTZ2	IPI00454647
Q9BTZ2	IPI00719360
Q9BTZ2	IPI00885002
Q9BTZ2	IPI00885050
Q9BTZ2	IPI00973336
Q9BU02	IPI00013621
Q9BU19	IPI00106882
Q9BU19	IPI00301870
Q9BU19	IPI00552803
Q9BU19	IPI00743559
Q9BU19	IPI00914579
Q9BU20	IPI00008416
Q9BU23	IPI00384821
Q9BU23	IPI00385495
Q9BU23	IPI00852693
Q9BU23	IPI00854764
Q9BU40	IPI00478414
Q9BU40	IPI00889621
Q9BU40	IPI00921287
Q9BU40	IPI00945674
Q9BU61	IPI00399053
Q9BU61	IPI00793724
Q9BU64	IPI00013338
Q9BU64	IPI00788136
Q9BU68	IPI00013335
Q9BU70	IPI00305858
Q9BU76	IPI00293746
Q9BU76	IPI00446669
Q9BU76	IPI00642240
Q9BU76	IPI00646155
Q9BU79	IPI00013331
Q9BU89	IPI00171856
Q9BUA3	IPI00106955
Q9BUA6	IPI00165428
Q9BUB4	IPI00305945
Q9BUB4	IPI00645605
Q9BUB5	IPI00187091
Q9BUB5	IPI00304048
Q9BUB5	IPI00412417
Q9BUB7	IPI00106966
Q9BUB7	IPI00787239
Q9BUD6	IPI00305975
Q9BUE0	IPI00305986
Q9BUE6	IPI00939800
Q9BUF5	IPI00646779
Q9BUF7	IPI00165433
Q9BUF7	IPI00166090
Q9BUG6	IPI00013284
Q9BUH6	IPI00030968
Q9BUH6	IPI00845499
Q9BUH8	IPI00010853
Q9BUI4	IPI00007948
Q9BUJ0	IPI00880120
Q9BUJ2	IPI00013070
Q9BUJ2	IPI00167147
Q9BUJ2	IPI00386971
Q9BUJ2	IPI00402391
Q9BUJ2	IPI00736859
Q9BUK0	IPI00013279
Q9BUK0	IPI00385204
Q9BUK0	IPI00604730
Q9BUK6	IPI00306049
Q9BUK6	IPI00642805
Q9BUK6	IPI00787388
Q9BUK6	IPI00855996
Q9BUK6	IPI00856007
Q9BUK6	IPI00856061
Q9BUK6	IPI01012986
Q9BUL5	IPI00063434
Q9BUL5	IPI00884059
Q9BUL8	IPI00298558
Q9BUL9	IPI00306056
Q9BUM1	IPI00031052
Q9BUN1	IPI00550533
Q9BUN1	IPI00843753
Q9BUN5	IPI00382868
Q9BUN8	IPI00013271
Q9BUN8	IPI00902975
Q9BUP0	IPI00031091
Q9BUP0	IPI00916914
Q9BUP3	IPI00383665
Q9BUP3	IPI00784029
Q9BUP3	IPI00847689
Q9BUQ8	IPI00006725
Q9BUR4	IPI00306087
Q9BUR5	IPI00042580
Q9BUR5	IPI00797546
Q9BUT1	IPI00446769
Q9BUT1	IPI00607799
Q9BUT1	IPI00970819
Q9BUT9	IPI00042604
Q9BUT9	IPI00056315
Q9BUU2	IPI00042612
Q9BUU2	IPI00845313
Q9BUU2	IPI00845325
Q9BUV0	IPI00550808
Q9BUV0	IPI00855719
Q9BUV0	IPI00855979
Q9BUV8	IPI00030898
Q9BUV8	IPI00216578
Q9BUV8	IPI00216579
Q9BUV8	IPI00216581
Q9BUW7	IPI00012215
Q9BUX1	IPI00012214
Q9BUX1	IPI00784879
Q9BUY5	IPI00012209
Q9BUY7	IPI00014992
Q9BUY7	IPI00383976
Q9BUY7	IPI00845264
Q9BUY7	IPI01017990
Q9BUZ4	IPI00017037
Q9BUZ4	IPI00162088
Q9BV10	IPI00012208
Q9BV19	IPI00012198
Q9BV20	IPI00005948
Q9BV20	IPI00184525
Q9BV23	IPI00107039
Q9BV29	IPI00402007
Q9BV29	IPI00478351
Q9BV29	IPI00794516
Q9BV35	IPI00419997
Q9BV35	IPI00479721
Q9BV35	IPI00884969
Q9BV35	IPI00885199
Q9BV36	IPI00012201
Q9BV36	IPI00328101
Q9BV38	IPI00032533
Q9BV40	IPI00030911
Q9BV44	IPI00306127
Q9BV47	IPI00031482
Q9BV47	IPI00847898
Q9BV57	IPI00470791
Q9BV57	IPI00651738
Q9BV68	IPI00155562
Q9BV68	IPI00745921
Q9BV73	IPI00160622
Q9BV73	IPI00292871
Q9BV79	IPI00306159
Q9BV79	IPI00607794
Q9BV81	IPI00010427
Q9BV86	IPI00515040
Q9BV86	IPI00549389
Q9BV87	IPI00107065
Q9BV90	IPI00550775
Q9BV94	IPI00306178
Q9BV94	IPI00432424
Q9BV97	IPI00028379
Q9BV97	IPI00640657
Q9BV99	IPI00028418
Q9BVA0	IPI00746256
Q9BVA1	IPI00031370
Q9BVA6	IPI00026635
Q9BVC3	IPI00299884
Q9BVC4	IPI00007182
Q9BVC4	IPI00102926
Q9BVC4	IPI00420058
Q9BVC5	IPI00031698
Q9BVC6	IPI00031697
Q9BVG3	IPI00306309
Q9BVG4	IPI00107104
Q9BVG8	IPI00151119
Q9BVG8	IPI00867631
Q9BVG8	IPI00909341
Q9BVG8	IPI01015611
Q9BVG9	IPI00006538
Q9BVH7	IPI00008913
Q9BVI0	IPI00074876
Q9BVI0	IPI00827582
Q9BVI4	IPI00031661
Q9BVJ6	IPI00107113
Q9BVJ6	IPI00607550
Q9BVJ6	IPI00940505
Q9BVJ7	IPI00306353
Q9BVK2	IPI00032370
Q9BVK2	IPI00550318
Q9BVK6	IPI00023542
Q9BVK8	IPI00013293
Q9BVK8	IPI00792002
Q9BVL2	IPI00107122
Q9BVL2	IPI00550771
Q9BVL2	IPI00938163
Q9BVL4	IPI00031666
Q9BVM2	IPI00063962
Q9BVM4	IPI00900332
Q9BVN2	IPI00425688
Q9BVN2	IPI00549392
Q9BVP2	IPI00003886
Q9BVP2	IPI00306380
Q9BVQ7	IPI00031608
Q9BVQ7	IPI00386906
Q9BVQ7	IPI00890778
Q9BVR0	IPI00398607
Q9BVS4	IPI00306406
Q9BVS4	IPI00930723
Q9BVS5	IPI00057035
Q9BVT8	IPI00027773
Q9BVV2	IPI00031603
Q9BVV6	IPI00006096
Q9BVV6	IPI00413612
Q9BVV6	IPI00941339
Q9BVV6	IPI01025575
Q9BVV7	IPI00306439
Q9BVV8	IPI00306440
Q9BVW5	IPI00306452
Q9BVW6	IPI00939383
Q9BVX2	IPI00031597
Q9BVX2	IPI00760650
Q9BW04	IPI00028392
Q9BW04	IPI00845438
Q9BW11	IPI00065483
Q9BW11	IPI00470624
Q9BW11	IPI00795383
Q9BW19	IPI00306400
Q9BW27	IPI00790530
Q9BW30	IPI00306413
Q9BW60	IPI00010187
Q9BW61	IPI00031563
Q9BW62	IPI00789455
Q9BW66	IPI00013263
Q9BW66	IPI00963950
Q9BW66	IPI00964215
Q9BW71	IPI00304875
Q9BW71	IPI00413871
Q9BW72	IPI00020883
Q9BW83	IPI00872292
Q9BW83	IPI00879146
Q9BW85	IPI00306471
Q9BW91	IPI00031558
Q9BW91	IPI00415040
Q9BW92	IPI00604527
Q9BWC9	IPI00107188
Q9BWD1	IPI01014863
Q9BWD3	IPI00852644
Q9BWE0	IPI00549171
Q9BWF2	IPI00306611
Q9BWF3	IPI00003704
Q9BWF3	IPI00556034
Q9BWF3	IPI00908491
Q9BWF3	IPI00940890
Q9BWG4	IPI00013257
Q9BWG6	IPI00031530
Q9BWG6	IPI00643651
Q9BWH2	IPI00171769
Q9BWH6	IPI00402657
Q9BWH6	IPI00844376
Q9BWH6	IPI00844387
Q9BWJ2	IPI00031515
Q9BWJ5	IPI00010404
Q9BWK5	IPI00031497
Q9BWK5	IPI00884895
Q9BWK5	IPI00884968
Q9BWL3	IPI00032413
Q9BWL3	IPI00034322
Q9BWL3	IPI00397901
Q9BWL3	IPI00607603
Q9BWL3	IPI00607618
Q9BWM5	IPI00020818
Q9BWM7	IPI00793874
Q9BWM7	IPI00871988
Q9BWN1	IPI00550815
Q9BWP8	IPI00031490
Q9BWP8	IPI00385429
Q9BWP8	IPI00554598
Q9BWP8	IPI00827697
Q9BWP8	IPI00868874
Q9BWP8	IPI00868920
Q9BWP8	IPI00877913
Q9BWP8	IPI00879712
Q9BWP8	IPI00880047
Q9BWP8	IPI00893324
Q9BWQ6	IPI00031493
Q9BWQ8	IPI00017569
Q9BWS9	IPI00045536
Q9BWS9	IPI00301185
Q9BWS9	IPI00940998
Q9BWT1	IPI00604551
Q9BWT1	IPI00784714
Q9BWT1	IPI00785043
Q9BWT1	IPI00785176
Q9BWT3	IPI00304442
Q9BWT6	IPI00029810
Q9BWT7	IPI00002313
Q9BWU0	IPI00306749
Q9BWU1	IPI00170593
Q9BWU1	IPI00250316
Q9BWV1	IPI00465322
Q9BWV1	IPI00744645
Q9BWV1	IPI00747930
Q9BWV2	IPI00011196
Q9BWV2	IPI00300396
Q9BWV2	IPI00827567
Q9BWV3	IPI00008444
Q9BWV3	IPI00513939
Q9BWV3	IPI00844211
Q9BWV3	IPI00855793
Q9BWV7	IPI00410713
Q9BWW4	IPI00157304
Q9BWW4	IPI00215675
Q9BWW4	IPI00215676
Q9BWW7	IPI00010452
Q9BWW8	IPI00032679
Q9BWW9	IPI00032680
Q9BWX1	IPI00030906
Q9BWX5	IPI00017250
Q9BX10	IPI00151360
Q9BX10	IPI00643323
Q9BX10	IPI00784918
Q9BX10	IPI00785134
Q9BX26	IPI00306718
Q9BX40	IPI00032635
Q9BX40	IPI00448024
Q9BX40	IPI00471933
Q9BX46	IPI00411370
Q9BX46	IPI00827745
Q9BX46	IPI00921027
Q9BX51	IPI00027976
Q9BX59	IPI00306774
Q9BX63	IPI00012500
Q9BX63	IPI00514398
Q9BX66	IPI00002491
Q9BX66	IPI00010554
Q9BX66	IPI00010555
Q9BX66	IPI00064591
Q9BX66	IPI00186452
Q9BX66	IPI00306791
Q9BX66	IPI00334908
Q9BX66	IPI00383430
Q9BX66	IPI00454950
Q9BX66	IPI00454951
Q9BX66	IPI00807389
Q9BX66	IPI01018230
Q9BX67	IPI00152850
Q9BX67	IPI00902570
Q9BX68	IPI00000335
Q9BX69	IPI00306794
Q9BX70	IPI00022826
Q9BX70	IPI00413200
Q9BX72	IPI00654777
Q9BX73	IPI00032696
Q9BX73	IPI00418667
Q9BX74	IPI00104219
Q9BX79	IPI00448987
Q9BX79	IPI00465247
Q9BX79	IPI00877087
Q9BX79	IPI00877097
Q9BX79	IPI00981555
Q9BX79	IPI00983430
Q9BX82	IPI00333859
Q9BX84	IPI00151366
Q9BX84	IPI00438874
Q9BX84	IPI00438875
Q9BX84	IPI00438890
Q9BX84	IPI00472524
Q9BX84	IPI00478589
Q9BX84	IPI00479402
Q9BX93	IPI00000240
Q9BX95	IPI00306840
Q9BX97	IPI00171516
Q9BXA5	IPI00011451
Q9BXA6	IPI00012485
Q9BXA7	IPI00012465
Q9BXA9	IPI00074943
Q9BXA9	IPI00218121
Q9BXA9	IPI00218122
Q9BXA9	IPI00218124
Q9BXB1	IPI00217954
Q9BXB4	IPI00032970
Q9BXB5	IPI00032971
Q9BXB5	IPI00794866
Q9BXB7	IPI00302135
Q9BXC0	IPI00000211
Q9BXC1	IPI00000206
Q9BXC9	IPI00306961
Q9BXD5	IPI00006165
Q9BXD5	IPI00447505
Q9BXD5	IPI00470729
Q9BXD5	IPI00640193
Q9BXD5	IPI00827873
Q9BXE9	IPI00000035
Q9BXF3	IPI00215838
Q9BXF3	IPI00785169
Q9BXF3	IPI00848350
Q9BXF6	IPI00022033
Q9BXF9	IPI00011073
Q9BXG8	IPI00829685
Q9BXH1	IPI00004338
Q9BXH1	IPI00186516
Q9BXI2	IPI00011190
Q9BXI3	IPI00000146
Q9BXI6	IPI00011167
Q9BXI6	IPI00877716
Q9BXI9	IPI00419276
Q9BXI9	IPI00443947
Q9BXI9	IPI00909719
Q9BXJ0	IPI00024105
Q9BXJ1	IPI00745915
Q9BXJ2	IPI00784310
Q9BXJ3	IPI00011094
Q9BXJ4	IPI00008860
Q9BXJ4	IPI00425976
Q9BXJ4	IPI00643667
Q9BXJ5	IPI00011093
Q9BXJ7	IPI00008857
Q9BXJ8	IPI00470533
Q9BXJ8	IPI00871302
Q9BXJ9	IPI00032158
Q9BXJ9	IPI00386189
Q9BXK1	IPI00011115
Q9BXK5	IPI00011635
Q9BXK5	IPI00220829
Q9BXK5	IPI01010851
Q9BXL5	IPI00464963
Q9BXL6	IPI00012213
Q9BXL7	IPI00869011
Q9BXL8	IPI00157358
Q9BXM0	IPI00024853
Q9BXM0	IPI00221068
Q9BXM0	IPI00953550
Q9BXM7	IPI00307065
Q9BXM7	IPI00411562
Q9BXM8	IPI00737635
Q9BXM9	IPI00011117
Q9BXM9	IPI00513845
Q9BXM9	IPI00921807
Q9BXN1	IPI00418431
Q9BXN2	IPI00021735
Q9BXN2	IPI00044329
Q9BXN2	IPI00044331
Q9BXN2	IPI00044332
Q9BXN2	IPI00060623
Q9BXN2	IPI00155858
Q9BXN2	IPI00170475
Q9BXN2	IPI00186897
Q9BXN2	IPI00411381
Q9BXN2	IPI00815987
Q9BXN6	IPI00031795
Q9BXP2	IPI00027911
Q9BXP2	IPI00387077
Q9BXP2	IPI00890771
Q9BXP2	IPI01011304
Q9BXP5	IPI00220038
Q9BXP5	IPI00375144
Q9BXP5	IPI00888085
Q9BXP5	IPI00888510
Q9BXP5	IPI00927582
Q9BXP8	IPI00013569
Q9BXP8	IPI00171951
Q9BXQ6	IPI00010832
Q9BXQ6	IPI00853127
Q9BXR0	IPI00215974
Q9BXR3	IPI00796382
Q9BXR5	IPI00008887
Q9BXR6	IPI00843942
Q9BXS0	IPI00186946
Q9BXS0	IPI00942774
Q9BXS0	IPI00953070
Q9BXS1	IPI00018740
Q9BXS4	IPI00550038
Q9BXS5	IPI00032516
Q9BXS5	IPI00446680
Q9BXS5	IPI00910088
Q9BXS6	IPI00000398
Q9BXS6	IPI00020484
Q9BXS6	IPI00789679
Q9BXS6	IPI00793551
Q9BXS6	IPI00855788
Q9BXS6	IPI00908380
Q9BXS9	IPI00107312
Q9BXS9	IPI00218923
Q9BXS9	IPI00549961
Q9BXS9	IPI00748085
Q9BXT2	IPI00011072
Q9BXT4	IPI00394796
Q9BXT4	IPI00440758
Q9BXT4	IPI00647142
Q9BXT4	IPI00908751
Q9BXT5	IPI00010369
Q9BXT6	IPI00005638
Q9BXT6	IPI00178391
Q9BXT6	IPI00215671
Q9BXT6	IPI00853536
Q9BXT6	IPI00922100
Q9BXT8	IPI00005061
Q9BXT8	IPI00797087
Q9BXT8	IPI00827865
Q9BXT8	IPI00890741
Q9BXT8	IPI00890818
Q9BXU0	IPI00010373
Q9BXU1	IPI00419204
Q9BXU1	IPI00843776
Q9BXU2	IPI00010371
Q9BXU3	IPI00010372
Q9BXU7	IPI00011092
Q9BXU8	IPI00011070
Q9BXU9	IPI00027814
Q9BXV9	IPI00032506
Q9BXW3	IPI00000497
Q9BXW4	IPI00387017
Q9BXW6	IPI00075080
Q9BXW6	IPI00219941
Q9BXW6	IPI00233796
Q9BXW7	IPI00011511
Q9BXW7	IPI00299177
Q9BXW9	IPI00075081
Q9BXW9	IPI00604399
Q9BXW9	IPI00604576
Q9BXW9	IPI00604753
Q9BXX0	IPI00012510
Q9BXX2	IPI00889594
Q9BXX2	IPI00921426
Q9BXX2	IPI00939408
Q9BXX3	IPI00043069
Q9BXY0	IPI00332428
Q9BXY4	IPI00306643
Q9BXY4	IPI00396633
Q9BXY5	IPI00000375
Q9BXY5	IPI00448322
Q9BXY5	IPI00936567
Q9BXY8	IPI00013250
Q9BXY8	IPI00955037
Q9BY07	IPI00061148
Q9BY07	IPI00107529
Q9BY07	IPI00218089
Q9BY07	IPI00655610
Q9BY07	IPI00889641
Q9BY07	IPI00889661
Q9BY07	IPI00889759
Q9BY07	IPI00889761
Q9BY08	IPI00000247
Q9BY08	IPI00552554
Q9BY08	IPI00552966
Q9BY08	IPI00552974
Q9BY08	IPI00553097
Q9BY10	IPI00011465
Q9BY11	IPI00011515
Q9BY12	IPI00307114
Q9BY12	IPI00334433
Q9BY12	IPI00924858
Q9BY14	IPI00020749
Q9BY14	IPI00783012
Q9BY15	IPI00398872
Q9BY15	IPI00641365
Q9BY15	IPI00978675
Q9BY19	IPI00027802
Q9BY21	IPI00306651
Q9BY27	IPI00260322
Q9BY31	IPI00737799
Q9BY32	IPI00018783
Q9BY32	IPI00375446
Q9BY32	IPI00797679
Q9BY41	IPI00245706
Q9BY41	IPI00515065
Q9BY41	IPI00642258
Q9BY41	IPI00645124
Q9BY41	IPI00645419
Q9BY41	IPI00647323
Q9BY41	IPI00747259
Q9BY42	IPI00297121
Q9BY43	IPI00794397
Q9BY44	IPI00012462
Q9BY44	IPI00939283
Q9BY49	IPI00554710
Q9BY49	IPI00744627
Q9BY50	IPI00219436
Q9BY60	IPI00000252
Q9BY64	IPI00000498
Q9BY64	IPI00219784
Q9BY65	IPI00169436
Q9BY66	IPI00219940
Q9BY66	IPI00329577
Q9BY66	IPI00922879
Q9BY67	IPI00003813
Q9BY67	IPI00166392
Q9BY67	IPI01012391
Q9BY71	IPI00008377
Q9BY76	IPI00153060
Q9BY76	IPI00740170
Q9BY77	IPI00440688
Q9BY77	IPI00440689
Q9BY78	IPI00012431
Q9BY79	IPI00304533
Q9BY84	IPI00028428
Q9BY89	IPI00396634
Q9BY89	IPI00845437
Q9BYA6	IPI00033071
Q9BYB0	IPI00019794
Q9BYB0	IPI00847618
Q9BYB4	IPI00107339
Q9BYB4	IPI00218734
Q9BYC2	IPI00307395
Q9BYC5	IPI00004668
Q9BYC5	IPI00215828
Q9BYC5	IPI00216701
Q9BYC5	IPI00302523
Q9BYC8	IPI00011077
Q9BYC9	IPI00013706
Q9BYD1	IPI00022403
Q9BYD2	IPI00307409
Q9BYD2	IPI00514545
Q9BYD3	IPI00023334
Q9BYD3	IPI00107137
Q9BYD5	IPI00307412
Q9BYD6	IPI00549381
Q9BYD9	IPI00107679
Q9BYE0	IPI00000284
Q9BYE2	IPI00012505
Q9BYE2	IPI00942788
Q9BYE2	IPI00973291
Q9BYE2	IPI01008955
Q9BYE2	IPI01008987
Q9BYE3	IPI00749110
Q9BYE4	IPI00000849
Q9BYE7	IPI00030334
Q9BYE7	IPI00063571
Q9BYE9	IPI00307446
Q9BYF1	IPI00465187
Q9BYF1	IPI00619939
Q9BYG0	IPI00012508
Q9BYG3	IPI00154590
Q9BYG4	IPI00032555
Q9BYG4	IPI01019079
Q9BYG5	IPI00019025
Q9BYG5	IPI00791260
Q9BYG7	IPI00550876
Q9BYG7	IPI00643875
Q9BYG7	IPI00895823
Q9BYG7	IPI00895893
Q9BYG8	IPI00027737
Q9BYH1	IPI00157417
Q9BYH1	IPI00163788
Q9BYH1	IPI00220333
Q9BYH1	IPI00220334
Q9BYH1	IPI00554736
Q9BYH1	IPI00879665
Q9BYH8	IPI00027741
Q9BYH8	IPI00300903
Q9BYH8	IPI00470452
Q9BYI3	IPI00102291
Q9BYI3	IPI00828124
Q9BYJ0	IPI00011194
Q9BYJ1	IPI00946278
Q9BYJ4	IPI00107816
Q9BYJ4	IPI00719282
Q9BYJ9	IPI00221345
Q9BYJ9	IPI00414899
Q9BYJ9	IPI00843759
Q9BYK8	IPI00249304
Q9BYK8	IPI00249305
Q9BYK8	IPI00736631
Q9BYL1	IPI00000974
Q9BYM8	IPI00010748
Q9BYM8	IPI00220104
Q9BYM8	IPI00783058
Q9BYN0	IPI00168554
Q9BYN7	IPI00001008
Q9BYN7	IPI00743800
Q9BYN8	IPI00006606
Q9BYP7	IPI00152474
Q9BYP7	IPI00387112
Q9BYP8	IPI00011235
Q9BYP9	IPI00788020
Q9BYP9	IPI00829832
Q9BYQ0	IPI00377268
Q9BYQ2	IPI00260814
Q9BYQ3	IPI00011222
Q9BYQ4	IPI00260816
Q9BYQ5	IPI00001077
Q9BYQ6	IPI00011474
Q9BYQ7	IPI00011478
Q9BYQ8	IPI00105153
Q9BYQ9	IPI00737452
Q9BYR0	IPI00260838
Q9BYR2	IPI00307621
Q9BYR3	IPI00000143
Q9BYR4	IPI00457200
Q9BYR5	IPI00011493
Q9BYR6	IPI00013267
Q9BYR7	IPI00011214
Q9BYR8	IPI00011212
Q9BYR9	IPI00013265
Q9BYS1	IPI00011211
Q9BYS8	IPI00065256
Q9BYT1	IPI00001151
Q9BYT1	IPI00152768
Q9BYT1	IPI00413481
Q9BYT3	IPI00302351
Q9BYT3	IPI00747557
Q9BYT5	IPI00455354
Q9BYT5	IPI00890697
Q9BYT8	IPI00010346
Q9BYT9	IPI00185058
Q9BYU1	IPI00019294
Q9BYU5	IPI00741737
Q9BYV1	IPI00011075
Q9BYV2	IPI00000182
Q9BYV2	IPI00376605
Q9BYV6	IPI00011473
Q9BYV6	IPI00216729
Q9BYV6	IPI00375443
Q9BYV6	IPI00375444
Q9BYV7	IPI00412161
Q9BYV7	IPI00472555
Q9BYV7	IPI00479961
Q9BYV7	IPI00978312
Q9BYV7	IPI00985076
Q9BYV8	IPI00019448
Q9BYV8	IPI00168911
Q9BYV8	IPI00385062
Q9BYV8	IPI00514880
Q9BYV8	IPI01012223
Q9BYV9	IPI00029178
Q9BYW1	IPI00292092
Q9BYW1	IPI00477596
Q9BYW1	IPI00607565
Q9BYW1	IPI00903027
Q9BYW2	IPI00307733
Q9BYW2	IPI00442150
Q9BYW2	IPI00796144
Q9BYW3	IPI00307734
Q9BYX2	IPI00097495
Q9BYX2	IPI00478568
Q9BYX2	IPI00646637
Q9BYX2	IPI00969107
Q9BYX2	IPI00969158
Q9BYX2	IPI00969165
Q9BYX4	IPI00005577
Q9BYX4	IPI00556546
Q9BYX7	IPI00888712
Q9BYZ2	IPI00016768
Q9BYZ2	IPI00748298
Q9BYZ6	IPI00171950
Q9BYZ8	IPI00012501
Q9BYZ8	IPI00386177
Q9BZ01	IPI00001076
Q9BZ11	IPI00079482
Q9BZ11	IPI00218715
Q9BZ11	IPI00642419
Q9BZ19	IPI00011781
Q9BZ23	IPI00171176
Q9BZ23	IPI00550398
Q9BZ23	IPI00556350
Q9BZ23	IPI00954590
Q9BZ29	IPI00216408
Q9BZ29	IPI00332567
Q9BZ29	IPI00743652
Q9BZ29	IPI00911071
Q9BZ29	IPI01012860
Q9BZ67	IPI00011090
Q9BZ67	IPI00168371
Q9BZ68	IPI00012481
Q9BZ71	IPI00307757
Q9BZ71	IPI00748829
Q9BZ72	IPI00097494
Q9BZ72	IPI00155134
Q9BZ72	IPI00747418
Q9BZ76	IPI00001245
Q9BZ76	IPI00645313
Q9BZ81	IPI00887293
Q9BZ95	IPI00307783
Q9BZ95	IPI00444331
Q9BZ95	IPI00743157
Q9BZ95	IPI00792713
Q9BZ97	IPI00011150
Q9BZ98	IPI00011148
Q9BZA0	IPI00011146
Q9BZA4	IPI00000276
Q9BZA5	IPI00001461
Q9BZA7	IPI00005031
Q9BZA7	IPI00018303
Q9BZA7	IPI00018313
Q9BZA7	IPI00410049
Q9BZA7	IPI00514457
Q9BZA7	IPI00643227
Q9BZA7	IPI00747762
Q9BZA7	IPI00844183
